,role,location,url
494,"Senior Product Director, Personalization",Boston or Remote Americas,https://www.lifeatspotify.com/jobs/senior-product-director-personalization
495,Client Partner Japan,Tokyo,https://www.lifeatspotify.com/jobs/account-director-japan
496,"Marketing Manager, Poland",Milan,https://www.lifeatspotify.com/jobs/marketing-manager-poland
497,"Experienced Web Engineer, Live Creation Tools",New York or Remote Americas,https://www.lifeatspotify.com/jobs/experience-web-engineer-live-creation-tools
498,"Senior User Researcher, Personalization",Stockholm,https://www.lifeatspotify.com/jobs/senior-user-researcher-personalization
499,"Senior Product Manager Discovery & Distribution, Consumer Experience",London or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-product-manager-discovery-distribution-consumer-experience
500,"Android Engineer, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/android-engineer-talk-vertical
501,"Full Stack Engineer, User Platform",London or Remote EMEA,https://www.lifeatspotify.com/jobs/full-stack-engineer-user-platform
502,"Backend Engineer, User Platform",London or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-user-platform
503,"Engineering Manager, Commerce Platform",London or Remote EMEA,https://www.lifeatspotify.com/jobs/engineering-manager-commerce-platform
504,"Senior Full Stack Engineer, Machine Learning Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/full-stack-engineer-machine-learning-platform
505,"Data Scientist or Senior Data Scientist, Experience",Madrid or Remote EMEA,https://www.lifeatspotify.com/jobs/data-scientist-experience
506,"Backend Engineer, Observability Infrastructure",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-observability-infrastructure-2
507,"Manager, Accounting, Consolidations",New York,https://www.lifeatspotify.com/jobs/manager-accounting-consolidations
508,"Machine Learning Engineering Manager, Freemium",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/machine-learning-engineering-manager-freemium
509,"Senior Analyst, FP&A, Consolidations & New Initiatives",New York,https://www.lifeatspotify.com/jobs/senior-analyst-fpa-consolidations-new-initiatives
510,"Senior or Staff Data Scientist, Spotify Advertising",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-or-staff-data-scientist-spotify-advertising
511,"Engineering Manager, Freemium",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/engineering-manager-freemium-remote-eligible-emea
512,"Lead Data Scientist, Payments Analytics",London or Remote EMEA,https://www.lifeatspotify.com/jobs/lead-data-scientist-payment-analytics
513,"Data Engineer, Freemium",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/data-engineer-freemium
514,"Senior Product designer, Strategy/UX, Platform and Partner Experience",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/product-designer-strategy-ux-platform-and-partner-experience
515,"Senior Product Designer, UX/UI, Platform and Partner Experience",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/product-designer-ux-ui-platform-and-partner-experience
516,"Security Engineer, Application Security",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/security-engineer-application-security
517,"Security Engineer, Cloud Infrastructure",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/security-engineer-cloud-infrastructure
518,"Android Engineer, Freemium",London or Remote EMEA,https://www.lifeatspotify.com/jobs/android-engineer-freemium-mission
519,"Manager, Technical Accounting, Labels and Podcasts",New York,https://www.lifeatspotify.com/jobs/manager-technical-accounting-labels-and-podcasts
520,"Security Engineer, Application Security",New York or Remote Americas,https://www.lifeatspotify.com/jobs/security-engineer-product
521,"Growth Marketing Manager, Spotify For Artists",New York or Remote Americas,https://www.lifeatspotify.com/jobs/growth-marketing-manager-spotify-for-artists
522,"Engineering Manager, Data & Insights",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/engineering-manager-data-insights
523,"Android Infrastructure Engineer, Developer Experience",Amsterdam or Remote EMEA,https://www.lifeatspotify.com/jobs/android-engineer-developer-experience
524,"Backend Engineer, Data Foundations Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/backend-engineer-data-foundations-platform-remote-eligible-americas
525,"Data Engineer, Data and Metrics",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/data-engineer-data-and-metrics
526,"Data Scientist, Personalization Knowledge",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-scientist-personalization-platform
527,Campaign Manager Japan,Tokyo,https://www.lifeatspotify.com/jobs/campaign-manager-japan
528,"Senior Backend Engineer, User Platform",London or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-backend-engineer-user-platform
529,"Machine Learning Engineering Manager, Content Intelligence",New York or Remote Americas,https://www.lifeatspotify.com/jobs/engineering-manager-content-platform
530,"Senior Data Scientist, Personalization",Amsterdam,https://www.lifeatspotify.com/jobs/senior-data-scientist-personalization
531,"Data Engineer, Royalties and Reporting",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/data-engineer-royalties-and-reporting
532,"Senior Data Scientist, Personalization",Stockholm,https://www.lifeatspotify.com/jobs/data-scientist-personalization-2
533,"Senior Data Scientist, Personalization",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-scientist-personalization
534,"Senior Data Engineer, Composer",London or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-data-engineer-composer
535,"Senior Backend Engineer, Platform",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-platform
536,Senior Learning & Development Specialist APAC,Singapore,https://www.lifeatspotify.com/jobs/learning-development-specialist-apac
537,"Senior Analytics Engineer, Central Insights Personalization",New York,https://www.lifeatspotify.com/jobs/analytics-engineer-personalization
538,"Data Engineer, Royalties & Reporting",New York or Remote Americas,https://www.lifeatspotify.com/jobs/data-engineer-royalties-reporting
539,"Backend Engineer, Experimentation Platform",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-backend-engineer-experimentation-platform
540,"Android Engineer, Spotify Live",New York or Remote Americas,https://www.lifeatspotify.com/jobs/android-engineer-greenroom
541,Account Manager (Media Planner) Japan,Tokyo,https://www.lifeatspotify.com/jobs/account-manager-japan
542,"Data Scientist, Search Insights",Stockholm,https://www.lifeatspotify.com/jobs/data-scientist-search-insights
543,"Analyst, FP&A",New York,https://www.lifeatspotify.com/jobs/analyst-fpa
544,"Data Engineer, Creator Studio, Music Mission",New York or Remote Americas,https://www.lifeatspotify.com/jobs/experienced-data-engineer-creator-studio
545,"Engineering Manager, Commerce Platform",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/engineering-manager-commerce-platform-emea
546,"Senior Technical Accountant, Financial Reporting",New York,https://www.lifeatspotify.com/jobs/senior-analyst-technical-accounting
547,"Senior Data Scientist, Programming Responsibility",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-data-scientist-programming-responsibility
548,"Senior Full Stack Engineer, User Platform",Stockholm or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-full-stack-engineer-user-platform-remote-eligible-emea
549,"Senior Analyst, FP&A",New York,https://www.lifeatspotify.com/jobs/senior-analyst-fpa-2
550,"Data Scientist or Senior Data Scientist, Experience",Amsterdam or Remote EMEA,https://www.lifeatspotify.com/jobs/senior-data-scientist-consumer-experience
551,"Associate Director, Business Affairs, Studio Content",Los Angeles,https://www.lifeatspotify.com/jobs/associate-director-business-affairs-studio-content
552,"Senior Data Science Manager, Personalization",London or Remote EMEA,https://www.lifeatspotify.com/jobs/product-insights-manager-programming-platform-remote-eligible-emea
553,"iOS Engineer, Talk",New York or Remote Americas,https://www.lifeatspotify.com/jobs/ios-engineer-podcaster-mission
554,"Backend Engineer, Consumer Experience",Amsterdam or Remote EMEA,https://www.lifeatspotify.com/jobs/backend-engineer-consumer-experience-mission
555,"Experienced Backend Engineer, Podcast Creation Tools",New York or Remote Americas,https://www.lifeatspotify.com/jobs/senior-backend-engineer-podcaster-mission
556,Data Scientist - Consumer Experience,,https://www.lifeatspotify.com/jobs/data-scientist-consumer-experience-2
